,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,tags,counts_rv_eng,all_time_peak,24h_peak
121,666220,CS2D,Unreal Software,Unreal Software,,7451,825,0,"1,000,000 .. 2,000,000",61,23,19,23,0,0,0,52,"['Free to Play', '2D', 'Shooter', 'Multiplayer', 'Action', 'Top-Down Shooter', 'Casual', 'Indie', 'Top-Down', 'Zombies', 'FPS', 'Funny', 'Gore', 'Singleplayer', 'Pixel Graphics', 'Survival', 'Strategy', '2D Fighter', 'Co-op', 'Competitive']",1853,1381,41
122,70000,Dino D-Day,800 North and Digital Ranch,800 North and Digital Ranch,,12553,2419,0,"1,000,000 .. 2,000,000",193,0,109,0,999,999,0,7,"['Dinosaurs', 'Multiplayer', 'Action', 'World War II', 'FPS', 'Indie', 'Shooter', 'First-Person', 'War', 'Comedy', 'Funny', 'Third Person', 'Alternate History', 'Co-op', 'Survival', 'Historical', 'PvP', 'Third-Person Shooter', 'Gore', 'Open World']",8229,4569,10
123,582500,We Were Here,Total Mayhem Games,Total Mayhem Games,,18467,1672,0,"1,000,000 .. 2,000,000",122,73,98,73,0,0,0,222,"['Free to Play', 'Escape Room', 'Co-op', 'Puzzle', 'Multiplayer', 'Mystery', 'Co-op Campaign', 'Adventure', 'Horror', 'Psychological Horror', 'Online Co-Op', 'Exploration', 'Investigation', 'Atmospheric', 'Multiple Endings', 'First-Person', 'Indie', 'Casual', 'Dark', 'Action-Adventure']",11031,1308,214
124,3900,Sid Meier's Civilization IV,Firaxis Games,2K,,2524,196,0,"1,000,000 .. 2,000,000",811,223,178,223,1999,1999,0,802,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', '4X', 'Historical', 'Multiplayer', 'Singleplayer', 'Moddable', 'Grand Strategy', 'Classic', 'Addictive', 'Replay Value', 'Simulation', 'Resource Management', 'Great Soundtrack', 'War', 'Economy', 'Tactical', 'Management', 'Local Multiplayer']",1854,1389,721
125,293180,Overcast - Walden and the Werewolf,Microblast Games,SA Industry,,1665,1080,0,"1,000,000 .. 2,000,000",517,0,235,0,99,99,0,846,"['Horror', 'Indie', 'Adventure', 'Action', 'First-Person', 'FPS', 'Singleplayer', 'Werewolves', 'Great Soundtrack', 'Shooter']",1007,6082,6
126,247120,Portal 2 Sixense Perceptual Pack,,Sixense,,284,238,0,"1,000,000 .. 2,000,000",749,0,1,0,0,0,0,0,"['Adventure', 'Free to Play', 'Action', 'Multiplayer', 'Puzzle', 'First-Person', 'Singleplayer', 'Robots', 'FPS', 'Strategy', 'Co-op', 'Mod']",178,961,0
127,226700,Infestation: Survivor Stories 2020,Fredaikis AB,OP Productions LLC,,10674,14864,0,"1,000,000 .. 2,000,000",3131,0,422,0,0,0,0,31,"['Zombies', 'Survival', 'Massively Multiplayer', 'Action', 'Open World', 'PvP', 'Multiplayer', 'RPG', 'Indie', 'Simulation', 'FPS', 'Co-op', 'Horror', 'Post-apocalyptic', 'Shooter', 'PvE', 'Third-Person Shooter', 'Third Person', 'Free to Play', 'Casual']",11099,15345,32
128,2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,,5063,837,0,"1,000,000 .. 2,000,000",262,0,220,0,999,999,0,9,"['Multiplayer', 'Indie', 'First-Person', 'Action', 'Stealth', 'RPG', 'Mystery', 'Assassin', 'Funny', 'Survival', 'Simulation', 'Singleplayer', 'FPS', 'Comedy', 'Shooter', 'Strategy', 'Adventure', 'Difficult', 'Stylized', 'Replay Value']",4052,3571,6
129,1058020,"STAR WARS Battlefront (Classic, 2004)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",,3141,115,0,"1,000,000 .. 2,000,000",254,0,436,0,999,999,0,42,"['Action', 'Multiplayer', 'Classic', 'FPS', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Space', 'First-Person', 'Great Soundtrack', 'Co-op', 'Third Person', 'Controller', 'Moddable']",2221,528,51
130,215280,Secret World Legends,Funcom,Funcom,,5680,2814,0,"1,000,000 .. 2,000,000",1033,0,276,0,0,0,0,72,"['Massively Multiplayer', 'MMORPG', 'RPG', 'Lovecraftian', 'Horror', 'Story Rich', 'Illuminati', 'Conspiracy', 'Action', 'Open World', 'Free to Play', 'Mythology', 'Supernatural', 'Adventure', 'Exploration', 'Puzzle', 'Multiplayer', 'Character Customization', 'Zombies', 'Third Person']",6148,3740,74
131,730310,DYNASTY WARRIORS 9,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,3097,6044,0,"1,000,000 .. 2,000,000",228,12,82,12,2249,4499,50,204,"['Action', 'Hack and Slash', 'Open World', 'Historical', 'Musou', 'Action RPG', 'Singleplayer', 'Anime', 'Co-op', 'Multiplayer', 'Great Soundtrack', 'Third Person', 'Adventure', 'RPG', ""Beat 'em up"", 'Free to Play', 'Online Co-Op']",1479,3578,208
132,511470,Glass Masquerade,Onyx Lute,Onyx Lute,,5419,157,0,"1,000,000 .. 2,000,000",267,0,267,0,499,499,0,13,"['Puzzle', 'Relaxing', 'Casual', 'Indie', 'Atmospheric', 'Great Soundtrack', 'Beautiful', 'Singleplayer', '2D']",1935,29022,12
133,21120,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,0,0,0,"1,000,000 .. 2,000,000",256,0,244,0,5499,5499,0,13,"['Horror', 'FPS', 'Action', 'Bullet Time', 'Classic', 'Singleplayer', 'Shooter', 'Atmospheric', 'Gore', 'First-Person', 'Psychological Horror', 'Dark', 'Story Rich', 'Sci-fi', 'Jump Scare', 'Great Soundtrack', 'Survival Horror', 'Thriller', 'Old School', 'Adventure']",6916,54,9
134,21110,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,0,0,0,"1,000,000 .. 2,000,000",208,0,240,0,5499,5499,0,13,"['Horror', 'FPS', 'Action', 'Bullet Time', 'Classic', 'Singleplayer', 'Shooter', 'Atmospheric', 'Gore', 'First-Person', 'Psychological Horror', 'Dark', 'Story Rich', 'Sci-fi', 'Jump Scare', 'Great Soundtrack', 'Survival Horror', 'Thriller', 'Old School', 'Adventure']",6916,74,15
135,12900,AudioSurf,Dylan Fitterer,"Codemasters, Electronic Arts",,10065,439,0,"1,000,000 .. 2,000,000",466,0,169,0,999,999,0,18,"['Music', 'Rhythm', 'Indie', 'Casual', 'Music-Based Procedural Generation', 'Arcade', 'Colorful', 'Singleplayer', 'Relaxing', 'Score Attack', 'Addictive', 'Local Co-Op', 'Procedural Generation', 'Replay Value', 'Puzzle', 'Great Soundtrack', 'Fast-Paced', 'Racing', 'Co-op', 'Local Multiplayer']",7103,2286,20
136,814480,Mini World: Block Art,"Miniwan Technology Co.,Limited","Miniwan Technology Co.,Limited",,1853,1614,0,"1,000,000 .. 2,000,000",1804,0,3048,0,0,0,0,217,"['FPS', 'Adventure', 'Massively Multiplayer', 'Simulation', 'Sexual Content', 'Sandbox', 'Crafting', 'Casual', 'Free to Play', 'PvP', 'Walking Simulator', '3D', 'Open World', 'Nudity', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Survival', 'Co-op', 'Gore']",450,926,160
137,39000,Moonbase Alpha,"Virtual Heroes, Army Game Studio",NASA,,11273,1224,0,"1,000,000 .. 2,000,000",70,0,38,0,0,0,0,12,"['Space', 'Simulation', 'Free to Play', 'Multiplayer', 'Online Co-Op', 'Funny', 'Strategy', 'Adventure', 'Memes', 'Open World', 'Walking Simulator', 'Co-op', 'Sandbox', 'Realistic', 'Comedy', 'Third Person', 'Massively Multiplayer', 'Singleplayer', 'First-Person', 'Puzzle']",10145,303,9
138,942970,Unheard,NEXT Studios,"NEXT Studios, bilibili",,24374,857,0,"1,000,000 .. 2,000,000",307,0,259,0,699,699,0,118,"['Detective', 'Puzzle', 'Indie', 'RPG', 'Simulation', 'Mystery', 'Story Rich', 'Horror', 'Singleplayer', 'Atmospheric', 'Point & Click', '2D', 'Investigation', 'Top-Down', 'Short', 'Multiplayer']",2015,7624,89
139,558100,Art of War: Red Tides,Game Science,Game Science,,5247,1408,0,"1,000,000 .. 2,000,000",610,0,125,0,0,0,0,18,"['Free to Play', 'Strategy', 'Multiplayer', 'RTS', 'Early Access', 'War', 'MOBA', 'Action', 'Indie', 'Co-op', 'Violent', 'Singleplayer', 'Sci-fi', 'Casual', 'PvP', 'Adventure', 'Horror', 'Zombies', 'Anime', 'Survival']",2038,4014,19
140,16810,Sid Meier's Civilization IV: Colonization,Firaxis Games,2K,,843,144,0,"1,000,000 .. 2,000,000",375,0,54,0,1999,1999,0,307,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable', 'Simulation', 'Grand Strategy', 'Economy', 'Management']",683,473,280
141,12810,Overlord II,Triumph Studios,"Codemasters, Electronic Arts",,3473,442,0,"1,000,000 .. 2,000,000",649,3,522,3,999,999,0,86,"['RPG', 'Villain Protagonist', 'Fantasy', 'Singleplayer', 'Dark Fantasy', 'Funny', 'Comedy', 'Third Person', 'Action', 'Magic', 'Adventure', 'Strategy', 'Dark Humor', 'Action RPG', 'Open World', 'Action-Adventure', 'Puzzle', 'Multiplayer', 'Atmospheric', 'RTS']",1748,1702,70
142,244930,SNOW - The Ultimate Edition,"Poppermost Productions, WastedStudios, Crytek",Crytek,,7915,4161,0,"1,000,000 .. 2,000,000",197,0,35,0,1499,1499,0,4,"['Sports', 'Open World', 'Free to Play', 'Multiplayer', 'Simulation', 'Early Access', 'Snow', 'Indie', 'Realistic', 'First-Person', 'Singleplayer', 'Skiing', 'VR', 'Adventure', 'Snowboarding', 'Controller', 'Action', 'Exploration', 'Casual', 'Third Person']",7469,2779,4
143,31280,Poker Night at the Inventory,Telltale Games,Soldak Entertainment,,7903,966,0,"1,000,000 .. 2,000,000",351,0,163,0,0,0,0,14,"['Card Game', 'Casual', 'Comedy', 'Singleplayer', 'Funny', 'Gambling', 'Strategy', 'Sports', 'Simulation', 'Conversation', 'Memes', 'Indie', 'First-Person', 'Touch-Friendly', 'Point & Click', 'Multiplayer', 'Board Game', 'Action', 'Relaxing', 'Free to Play']",6537,1058,14
144,457330,High Octane Drift,Cruderocks,Cruderocks,,3255,2630,0,"1,000,000 .. 2,000,000",123,0,19,0,0,0,0,28,"['Racing', 'Automobile Sim', 'Free to Play', 'Multiplayer', 'Driving', 'Simulation', 'Early Access', 'Sports', 'Massively Multiplayer', 'Open World', 'Action', 'Controller', 'Online Co-Op', 'Singleplayer', '4 Player Local', 'Casual', 'Shooter', 'Arcade']",2279,521,31
145,6900,Hitman: Codename 47,IO Interactive A/S,IO Interactive A/S,,2107,808,0,"1,000,000 .. 2,000,000",131,0,68,0,799,799,0,21,"['Stealth', 'Action', 'Classic', 'Assassin', 'Singleplayer', 'Third Person', 'Shooter', 'Difficult', 'Third-Person Shooter', 'Sandbox', 'Atmospheric', 'Great Soundtrack', 'Adventure', 'Tactical', 'Crime', 'Strategy', 'Open World', 'Nostalgia']",1403,232,20
146,567630,Blood of Steel,YC Games,YC Games,,4673,1348,0,"1,000,000 .. 2,000,000",253,0,68,0,0,0,0,367,"['Free to Play', 'Massively Multiplayer', 'Strategy', 'Wargame', 'Action', 'Gore', 'Tactical', 'Medieval', 'Grand Strategy', 'RTS', 'Swordplay', 'War', 'MOBA', 'Violent', 'PvP', 'Online Co-Op', 'Adventure', 'Co-op', 'Multiplayer', 'Simulation']",1690,2182,483
147,39500,Gothic 3,Piranha Bytes,THQ Nordic,,7004,1492,0,"1,000,000 .. 2,000,000",1812,179,303,357,999,999,0,622,"['RPG', 'Open World', 'Fantasy', 'Action', 'Atmospheric', 'Third Person', 'Singleplayer', 'Medieval', 'Gothic', 'Adventure', 'Great Soundtrack', 'Story Rich', 'Magic', 'Action RPG', 'Sandbox', 'Classic', 'First-Person', 'Dark Fantasy', 'Replay Value', 'Exploration']",1819,900,513
148,382490,Relic Hunters Zero: Remix,Rogue Snail,Akupara Games,,6338,426,0,"1,000,000 .. 2,000,000",121,0,55,0,0,0,0,26,"['Looter Shooter', 'Twin Stick Shooter', 'Action', 'Top-Down Shooter', 'Action Roguelike', 'Adventure', 'Co-op', 'Multiplayer', 'Free to Play', 'Bullet Hell', 'Pixel Graphics', 'Local Co-Op', 'Shooter', 'Roguelike', '2D', 'Colorful', 'RPG', 'Singleplayer', 'Co-op Campaign', 'Space']",2978,3777,32
149,304030,ArcheAge,XLGAMES,Kakao Games Europe B.V.,,3708,3404,0,"1,000,000 .. 2,000,000",1587,0,260,0,0,0,0,126,"['Massively Multiplayer', 'Free to Play', 'MMORPG', 'Open World', 'RPG', 'Sandbox', 'Fantasy', 'Adventure', 'PvP', 'Multiplayer', 'PvE', 'Action', 'Pirates', 'Exploration', 'Crafting', 'Nudity', 'Walking Simulator', 'Third Person', 'Beautiful', 'Early Access']",5147,6490,115
150,356670,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios,,12212,936,0,"1,000,000 .. 2,000,000",83,0,46,0,0,0,0,32,"['Horror', 'Free to Play', 'Cute', 'First-Person', 'Singleplayer', 'Indie', 'Atmospheric', 'Psychological Horror', 'Cartoon', 'Dark Humor', 'Funny', 'Dark', 'Adventure', 'Procedural Generation', 'Survival Horror', 'Survival', 'Action', '3D', 'Comedy', 'Walking Simulator']",7720,603,28
151,202750,Alan Wake's American Nightmare,Remedy Entertainment,Remedy Entertainment,,4795,1977,0,"1,000,000 .. 2,000,000",123,0,55,0,899,899,0,12,"['Action', 'Adventure', 'Horror', 'Third Person', 'Singleplayer', 'Third-Person Shooter', 'Thriller', 'Psychological Horror', 'Mystery', 'Arcade', 'Atmospheric', 'Shooter', 'Cinematic', 'Survival Horror', 'Detective', 'Story Rich', 'Supernatural', 'Survival', 'Controller', 'Short']",2903,738,10
152,668630,Tricolour Lovestory,HL-Galgame,SakuraGame,,21896,3069,0,"1,000,000 .. 2,000,000",885,27,244,27,199,199,0,92,"['Visual Novel', 'Dating Sim', 'Mature', 'Sexual Content', 'Anime', 'Nudity', 'Simulation', 'Casual', 'NSFW', 'Great Soundtrack', 'Story Rich', 'Romance', 'Indie', 'Soundtrack', 'Singleplayer', 'Cute', 'Drama', 'Adventure', 'FPS', 'Hentai']",817,2692,96
153,308040,Back to Bed,Bedtime Digital Games,Bedtime Digital Games,,2035,478,0,"1,000,000 .. 2,000,000",220,0,209,0,599,599,0,1,"['Puzzle', 'Indie', 'Casual', 'Surreal', 'Action', 'Isometric', 'Singleplayer', 'Short', 'Adventure']",904,29661,3
154,921060,Modern Combat 5,Gameloft,Gameloft,,2906,2454,0,"1,000,000 .. 2,000,000",237,0,38,0,0,0,0,91,"['Free to Play', 'FPS', 'Action', 'Shooter', 'Massively Multiplayer', 'Multiplayer', 'Battle Royale', 'Controller', 'First-Person', 'Singleplayer', 'Co-op', 'Online Co-Op', 'Adventure', 'Zombies', 'Gore', 'Violent', 'Story Rich']",1582,1084,91
155,339280,Strife,S2 Games,S2 Games,,3644,1165,0,"1,000,000 .. 2,000,000",311,0,76,0,0,0,0,0,"['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Strategy', 'RPG', 'Co-op', 'RTS', 'Massively Multiplayer', 'Fantasy', 'Online Co-Op', 'Adventure', 'Casual', 'PvP', 'Early Access', 'MMORPG', 'Action RTS', 'Open World', 'Singleplayer', 'Team-Based']",2370,3418,0
156,233270,Far Cry 3 - Blood Dragon,Ubisoft Montreal,Ubisoft,,12957,1654,0,"1,000,000 .. 2,000,000",302,8,196,8,1499,1499,0,20,"['FPS', '1980s', 'Comedy', 'Action', 'Open World', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Shooter', 'Cyberpunk', 'Sci-fi', 'Stealth', 'Retro', 'Funny', 'First-Person', 'Futuristic', 'Dragons', 'Parody', 'Atmospheric', 'Post-apocalyptic']",9410,5444,20
157,437900,Party Jousting,vikingfabian.com,vikingfabian.com,,649,60,0,"1,000,000 .. 2,000,000",38,0,49,0,0,0,0,1,"['Free to Play', 'Casual', 'Indie', 'Sports', 'Multiplayer', 'Local Multiplayer', '2D', 'Pixel Graphics', 'Funny', 'Party', 'Psychological Horror', 'Controller']",335,6003,1
158,530620,Resident Evil 7 Teaser: Beginning Hour,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,3772,492,0,"1,000,000 .. 2,000,000",49,0,36,0,0,0,0,12,"['Horror', 'Survival Horror', 'Free to Play', 'Gore', 'Multiplayer', 'First-Person', 'Zombies', 'Action', 'Psychological Horror', 'Survival', 'Violent', 'Adventure', 'Atmospheric', 'Singleplayer', 'FPS', 'Puzzle', 'Mature', 'Nudity', 'Shooter', 'VR']",1360,3834,13
159,262280,Dungeons 2,Realmforge Studios,Kalypso Media Digital,,3924,903,0,"1,000,000 .. 2,000,000",533,0,268,0,1999,1999,0,77,"['Strategy', 'RPG', 'Management', 'Fantasy', 'Dungeon Crawler', 'RTS', 'Villain Protagonist', 'Comedy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Funny', 'Competitive', 'Base Building', 'Top-Down', 'Building', 'God Game', 'Tower Defense', 'Sandbox', 'Adventure']",2147,11691,57
160,20540,Company of Heroes: Tales of Valor,Relic Entertainment,SEGA,,1890,145,0,"1,000,000 .. 2,000,000",553,0,108,0,1999,1999,0,112,"['Strategy', 'World War II', 'RTS', 'Military', 'Multiplayer', 'Base Building', 'Singleplayer', 'Action', 'War', 'Tactical', 'Historical', 'Co-op']",1122,2474,82
161,239200,Amnesia: A Machine for Pigs,The Chinese Room,Frictional Games,,6578,2960,0,"1,000,000 .. 2,000,000",233,0,31,0,1999,1999,0,13,"['Walking Simulator', 'Horror', 'Story Rich', 'Atmospheric', 'First-Person', 'Exploration', 'Psychological Horror', 'Mystery', 'Interactive Fiction', 'Adventure', 'Singleplayer', 'Indie', 'Narration', 'Survival Horror', 'Dark', 'Short', 'Lovecraftian', 'Action', 'Puzzle', 'Linear']",5291,7133,9
162,40960,Stronghold 2: Steam Edition,FireFly Studios,FireFly Studios,,3274,463,0,"1,000,000 .. 2,000,000",876,0,337,0,1499,1499,0,163,"['City Builder', 'Real Time Tactics', 'Colony Sim', 'Sandbox', 'Medieval', 'Building', 'Economy', 'Management', 'Military', 'War', 'Base Building', 'Strategy', 'RTS', 'Real-Time', 'Isometric', 'Top-Down', 'Historical', 'Open World', 'Simulation', 'Resource Management']",1648,866,256
163,22000,World of Goo,2D BOY,2D BOY,,4810,281,0,"1,000,000 .. 2,000,000",123,0,63,0,1499,1499,0,17,"['Puzzle', 'Indie', 'Physics', 'Singleplayer', 'Great Soundtrack', 'Casual', '2D', 'Cute', 'Comedy', 'Building', 'Atmospheric', 'Funny', 'Satire', 'Classic', 'Touch-Friendly', 'Surreal', 'Difficult', 'Story Rich', 'Strategy', 'Family Friendly']",2894,2045,21
164,1832640,Mirror 2: Project X,KAGAMI Ⅱ WORKs,NIJICO,,36864,3660,0,"1,000,000 .. 2,000,000",353,90,145,131,199,199,0,992,"['3D', 'Match 3', 'Anime', 'Female Protagonist', 'FPS', 'Drama', 'Visual Novel', 'Interactive Fiction', 'Story Rich', 'Multiple Endings', 'RPG', 'Singleplayer', 'FMV', 'Casual', 'Colorful', 'Adventure', 'Early Access', 'Indie', '3D Platformer', 'Shooter']",1451,33035,803
165,23490,Tropico 3,Haemimont Games,Kalypso Media Digital,,1525,198,0,"1,000,000 .. 2,000,000",395,0,39,0,999,999,0,20,"['Simulation', 'Strategy', 'City Builder', 'Management', 'Politics', 'Sandbox', 'Singleplayer', 'Economy', 'Satire', 'Comedy', 'Funny', 'Great Soundtrack', 'Cold War', 'Political Sim', 'Atmospheric', 'Multiplayer', 'Classic', 'Open World']",898,5650,10
166,652410,Brigand: Oaxaca,"Brian Lancaster, Laughing Coyote Software","Brian Lancaster, Laughing Coyote Software",,261,11,0,"1,000,000 .. 2,000,000",9,0,9,0,359,599,40,0,"['CRPG', 'Immersive Sim', 'Horror', 'Tactical RPG', 'FPS', 'Open World Survival Craft', 'Exploration', 'Open World', 'Difficult', 'Shooter', 'Party-Based RPG', 'Strategy RPG', 'Hacking', 'Survival', 'Action RPG', 'Character Customization', 'RPG', 'First-Person', '3D', 'Post-apocalyptic']",249,12,3
167,1335200,Action Taimanin,LiLith,Infini-Brain inc.,,11485,1966,0,"1,000,000 .. 2,000,000",10156,4780,42,9550,0,0,0,878,"['Sexual Content', 'Free to Play', 'Nudity', 'Hentai', 'Mature', 'Female Protagonist', 'Anime', 'Action', 'NSFW', '3D', 'Hack and Slash', 'RPG', 'Action RPG', 'Singleplayer', 'Adventure', 'Fighting', 'Third Person', 'Ninja', 'Visual Novel', 'FPS']",2239,2833,1153
168,232010,Euro Truck Simulator,SCS Software,SCS Software,,5355,1146,0,"1,000,000 .. 2,000,000",260,0,44,0,499,499,0,33,"['Simulation', 'Automobile Sim', 'Driving', 'Open World', 'Multiplayer', 'Singleplayer', 'Realistic', 'First-Person', 'Indie', 'Relaxing', 'TrackIR', 'Moddable', 'Adventure', 'Third Person', 'Management', 'Atmospheric', 'Exploration', 'Sandbox', 'Action', 'Online Co-Op']",2001,273,24
169,20500,Red Faction Guerrilla Steam Edition,"Volition, Reactor Zero, THQ Nordic",Deep Silver,,6705,714,0,"1,000,000 .. 2,000,000",607,0,261,0,1999,1999,0,24,"['Open World', 'Destruction', 'Action', 'Physics', 'Sci-fi', 'Third Person', 'Mars', 'Third-Person Shooter', 'Multiplayer', 'Singleplayer', 'Sandbox', 'Shooter', 'Adventure', 'Atmospheric', 'Co-op', 'Great Soundtrack', 'Controller', 'Survival', 'FPS', 'Funny']",4454,5570,19
170,380840,Teeworlds,Teeworlds Team,Teeworlds Team,,3778,475,0,"1,000,000 .. 2,000,000",70,0,20,0,0,0,0,24,"['Free to Play', 'Multiplayer', '2D', 'Action', 'Platformer', 'Shooter', 'Indie', 'Side Scroller', 'Co-op', 'Arena Shooter', 'Funny', 'Level Editor', 'Massively Multiplayer', 'Cute', 'PvP', 'Adventure', 'Team-Based', 'Online Co-Op', 'Strategy', 'Controller']",1656,895,29
171,1207590,Builders of Egypt: Prologue,Strategy Labs,"Strategy Labs, PlayWay S.A., CreativeForge Games",,2868,967,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,3,"['Free to Play', 'Simulation', 'City Builder', 'Indie', 'Base Building', 'Management', 'Historical', 'RTS', 'Economy', 'Multiplayer', 'War', 'Early Access', 'Singleplayer', 'Realistic', 'Tactical', 'Real-Time', 'Difficult', 'Building', 'Sandbox', 'Classic']",1303,674,9
172,794600,LET IT DIE,"GRASSHOPPER MANUFACTURE INC., SUPERTRICK  GAMES,Inc.",GungHo Online Entertainment America,,3575,1279,0,"1,000,000 .. 2,000,000",856,10,122,10,0,0,0,120,"['Free to Play', 'Action', 'Gore', 'Souls-like', 'Nudity', 'Sexual Content', 'Multiplayer', 'Roguelike', 'Singleplayer', 'Violent', 'Hack and Slash', 'Third Person', 'Difficult', 'Great Soundtrack', 'Blood', 'Dark Comedy', 'Funny', 'Asynchronous Multiplayer', 'Cyberpunk', 'Surreal']",2254,1929,122
173,232050,Eador. Masters of the Broken World,Snowbird Games,Snowbird Games,,1749,813,0,"1,000,000 .. 2,000,000",608,0,278,0,1999,1999,0,75,"['Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', 'RPG', 'Indie', 'Singleplayer', 'Tactical', '4X', 'Hex Grid', 'Difficult', 'Turn-Based Tactics', 'Multiplayer', 'Tactical RPG', 'Adventure', 'Magic']",1146,115993,57
174,9880,Champions Online,Cryptic Studios,Perfect World Entertainment,,2727,1086,0,"1,000,000 .. 2,000,000",1748,0,164,0,0,0,0,197,"['Free to Play', 'Superhero', 'Massively Multiplayer', 'Character Customization', 'RPG', 'MMORPG', 'Open World', 'Multiplayer', 'Action', 'Third Person', 'Co-op', 'Adventure', 'Comic Book', 'Sci-fi', 'Action RPG', 'Singleplayer', 'Online Co-Op', 'Controller', 'PvP', 'FPS']",2732,984,185
175,17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Octoshark Studios,,4856,678,0,"1,000,000 .. 2,000,000",176,0,39,0,0,0,0,41,"['Free to Play', 'Multiplayer', 'Medieval', 'Action', 'Pirates', 'Funny', 'FPS', 'Swordplay', 'Indie', 'First-Person', 'Hack and Slash', 'Mod', 'Historical', 'Vikings', 'PvP', 'Fast-Paced', 'Singleplayer', 'Shooter', 'Massively Multiplayer', 'Memes']",3026,878,23
176,293260,Card Hunter,The Knights of Unity,The Knights of Unity,,4173,682,0,"1,000,000 .. 2,000,000",1687,0,101,0,0,0,0,109,"['Free to Play', 'Card Game', 'Tabletop', 'Tactical RPG', 'Board Game', 'Turn-Based', 'Strategy', 'Multiplayer', 'Co-op', 'Fantasy', 'RPG', 'Singleplayer', 'Turn-Based Strategy', 'Dungeon Crawler', 'Indie', 'Trading Card Game', 'Tactical', 'Comedy', 'Turn-Based Tactics', 'Funny']",3294,5798,93
177,253900,Knights and Merchants,Topware Interactive,Topware Interactive,,3441,650,0,"1,000,000 .. 2,000,000",500,0,247,0,699,699,0,134,"['Strategy', 'Colony Sim', 'Medieval', 'City Builder', 'RTS', 'Simulation', 'Classic', 'Singleplayer', 'Historical', 'Multiplayer', 'Old School', 'Cult Classic', 'Resource Management', 'Great Soundtrack', 'Management', 'Difficult', '2D', 'Economy', 'Nostalgia', 'Top-Down']",1252,7450,103
178,17430,Need for Speed Undercover,EA Black Box,Electronic Arts,,5609,1905,0,"1,000,000 .. 2,000,000",896,0,401,0,0,0,0,36,"['Racing', 'Open World', 'Multiplayer', 'Action', 'Automobile Sim', 'Driving', 'Arcade', 'Singleplayer', 'Simulation', 'Story Rich', 'Great Soundtrack', 'Controller', 'Classic', 'Online Co-Op', 'Free to Play']",2435,586,39
179,648120,Pixel Painter,Dio Alias Games,Dio Alias Games,,742,255,0,"1,000,000 .. 2,000,000",208,0,250,0,99,99,0,7,"['Education', 'Casual', 'Word Game', 'PvP', 'Board Game', 'Arcade', 'Experimental', '3D Vision', 'First-Person', 'Cute', 'Text-Based', 'Simulation', 'Puzzle', 'Abstract', 'Design & Illustration', 'Minimalist', 'Pixel Graphics', 'Hand-drawn', 'Stylized', 'Colorful']",52,8487,9
180,375450,NOBUNAGA'S AMBITION: Sphere of Influence - Ascension,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,609,291,0,"1,000,000 .. 2,000,000",3369,0,3369,0,5999,5999,0,515,"['Strategy', 'Historical', 'Grand Strategy', 'RPG']",131,7454,520
181,1301210,Knockout City,Velan Studios,Velan Studios,,6398,1026,0,"1,000,000 .. 2,000,000",733,0,191,0,0,0,0,344,"['Multiplayer', 'Sports', 'Team-Based', 'Third Person', 'Action-Adventure', 'PvP', 'Action', 'Physics', 'Co-op', 'Competitive', 'Adventure', 'Free to Play', 'LGBTQ+', 'Indie', 'Fighting', 'Fast-Paced', 'Singleplayer', 'Character Customization', 'Controller', 'Action Roguelike']",5022,5972,295
182,446150,GUNS UP!,"Valkyrie Entertainment, LLC",PlayStation PC LLC,,3979,1570,0,"1,000,000 .. 2,000,000",338,0,129,0,0,0,0,126,"['Free to Play', 'Strategy', 'Multiplayer', 'Tower Defense', 'Action', 'Base Building', 'War', 'Casual', 'Massively Multiplayer', 'Shooter', 'RTS', 'Early Access', 'Singleplayer']",2551,2237,104
